no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
98,Zhong Li （李忠）,https://scholar.google.com/citations?hl=en&user=5T1q0eYAAAAJ,5T1q0eYAAAAJ,"Assistant Professor, School of Health Policy and Management, Nanjing Medical University",Verified email at hust.edu.cn,531,"health information technology, community health, implementation science, nudge",2017,2024,43,531,14,18,524,14,18
99,Paige Nong,https://scholar.google.com/citations?hl=en&user=d32wTgEAAAAJ,d32wTgEAAAAJ,University of Minnesota,Verified email at umn.edu,526,"Health information technology, policy, health equity",2015,2024,39,526,10,11,518,10,10
100,Yara M. Asi,https://scholar.google.com/citations?hl=en&user=7-zce7QAAAAJ,7-zce7QAAAAJ,University of Central Florida,Verified email at ucf.edu,525,"Global Health, Conflict, Health Information Technology, Development",2013,2024,68,525,12,14,478,11,13
101,Elizabeth B. Matthews,https://scholar.google.com/citations?hl=en&user=TJH3qCwAAAAJ,TJH3qCwAAAAJ,"Associate Professor, Fordham University",Verified email at fordham.edu,519,"Integrated Care, Mental Health Services, Health Information Technology, Patient-Centered Care",2003,2024,40,519,10,11,440,10,10
102,hamid bouraghi,https://scholar.google.com/citations?hl=en&user=UO3lHqgAAAAJ,UO3lHqgAAAAJ,Hamadan University of Medical sciences,Verified email at umsha.ac.ir,504,Health Information Technology,2010,2024,59,504,13,16,433,12,16
103,Yan Zhuang,https://scholar.google.com/citations?hl=en&user=ISEhE10AAAAJ,ISEhE10AAAAJ,Indiana University,Verified email at iu.edu,497,"Blockchain, Health Informatics, Health Information Exchange, Health Information Technology",2013,2023,13,497,9,7,492,8,6
104,Bradley E. Iott,https://scholar.google.com/citations?hl=en&user=WWUkBWMAAAAJ,WWUkBWMAAAAJ,University of Michigan,Verified email at umich.edu,485,"health information technology, health informatics, healthcare disparities",2013,2024,50,485,13,16,430,13,16
105,Soumya Upadhyay,https://scholar.google.com/citations?hl=en&user=5rtWT9cAAAAJ,5rtWT9cAAAAJ,University of Nevada at Las Vegas,Verified email at unlv.edu,484,"Healthcare quality, Patient Safety, Health information technology, Hospital Performance",2015,2024,68,484,10,12,466,10,12
106,jebraeil farzi,https://scholar.google.com/citations?hl=en&user=QgAnhUcAAAAJ,QgAnhUcAAAAJ,"Assistant Professor, Department of Health Information Technology, Zabol University of …",Verified email at alumnus.tums.ac.ir,482,"Health Information management, Health Information Technology, Health Informatics",2004,2024,38,482,10,10,383,7,7
107,Esteban Gershanik,https://scholar.google.com/citations?hl=en&user=vslTslcAAAAJ,vslTslcAAAAJ,"Assistant Professor of Medicine, Part-Time, Harvard Medical School",Verified email at mgh.harvard.edu,475,"Health Information Technology, Public Health, Health Equity",2011,2024,33,475,10,11,341,10,10
108,Seyyedeh Fatemeh Mousavi Baigi,https://scholar.google.com/citations?hl=en&user=c6_3-aoAAAAJ,c6_3-aoAAAAJ,"Ph.D. student in Health Information Management, Mashhad University of Medical Sciences",Verified email at mums.ac.ir,451,"Telemedicine, Artificial Intelligence, Health Information Technology, Medical Informatics",2022,2024,56,451,12,14,441,12,14
109,Alireza tehraniyazdi,https://scholar.google.com/citations?hl=en&user=tGX6m4UAAAAJ,tGX6m4UAAAAJ,Iran University of Medical Sciences,Verified email at iums.ac.ir,440,"Medical Radiation, Health Information Technology",2001,2024,8,440,7,7,139,6,6
110,"Felix Holl, PhD, MPH, M.Sc., FAMIA",https://scholar.google.com/citations?hl=en&user=8w3YrPYAAAAJ,8w3YrPYAAAAJ,"DigiHealth Institute, Neu-Ulm University of Applied Sciences",Verified email at hnu.de,431,"Global Health Informatics, Health Information Technology, eHealth evaluation, mHealth",2016,2024,96,431,7,4,419,7,4
111,Yaguang  Zhu,https://scholar.google.com/citations?hl=en&user=r_0zxycAAAAJ,r_0zxycAAAAJ,"University of Oklahoma, Assistant Professor",Verified email at ou.edu,426,"Health Information Technology, Organizational Communication",2014,2020,20,426,12,12,376,12,12
112,Afsoon Asadzadeh,https://scholar.google.com/citations?hl=en&user=gIOKcMsAAAAJ,gIOKcMsAAAAJ,Tabriz University of Medical Sciences,Verified email at tbzmed.ac.ir,419,"Virtual Reality, Serious Games, Health Information Technology, Human Computer Interaction.",2017,2024,22,419,8,6,417,8,6
113,Danielle S Powell,https://scholar.google.com/citations?hl=en&user=pc2H-AkAAAAJ,pc2H-AkAAAAJ,University of Maryland,Verified email at umd.edu,413,"hearing loss, caregiving, gerontology, health information technology, preventive care",2019,2024,50,413,9,9,412,9,9
114,Azam Orooji,https://scholar.google.com/citations?hl=en&user=ZUj5O8MAAAAJ,ZUj5O8MAAAAJ,"PhD in medical informatics, North Khorasan university of medical sciences (NKUMS)",,385,"Data mining, soft computing, machine learning, telemedicine, health information technology",2013,2024,40,384,11,11,369,10,10
115,Farid Khorrami,https://scholar.google.com/citations?hl=en&user=eHo91LEAAAAJ,eHo91LEAAAAJ,Associate Professor of Health Information Management,Verified email at hums.ac.ir,384,"Health information technology, EHR, Terminological Systems، Registry",2006,2024,51,384,12,15,270,11,11
116,Melissa Kern,https://scholar.google.com/citations?hl=en&user=5BMNF-4AAAAJ,5BMNF-4AAAAJ,Geisinger Health System,,380,"Health Services, Population Health, Health Information Technology",2009,2015,13,380,5,5,173,5,4
117,Mahdi habibi koolaee,https://scholar.google.com/citations?hl=en&user=l84Exm4AAAAJ,l84Exm4AAAAJ,Golestan University of Medical Sciences,Verified email at goums.ac.ir,377,"Translational bioinformatics, BioMedical Informatics, Disease modeling, Nursing informatics, Health Information Technology",2008,2023,29,377,9,9,241,7,4
118,Moritz Esdar,https://scholar.google.com/citations?hl=en&user=R1LwlkUAAAAJ,R1LwlkUAAAAJ,University of Applied Sciences Osnabrueck,Verified email at hs-osnabrueck.de,371,Health Information Technology,2015,2024,48,371,12,16,330,12,14
119,Ricardo Silva,https://scholar.google.com/citations?hl=en&user=pYl4ZK8AAAAJ,pYl4ZK8AAAAJ,"Professor of Computer Science, Villanova University",Verified email at villanova.edu,355,"Health Information Technology, Clinical Engineering, Neuroscience, Biomedical Engineering",2000,2021,58,355,8,7,233,6,4
120,Meysam Rahmani,https://scholar.google.com/citations?hl=en&user=IoXu084AAAAJ,IoXu084AAAAJ,Saveh University of Medical Sciences,Verified email at razi.tums.ac.ir,326,"Health Information Technology, Medical Informatics, Serious Game, Artificial Intelligence, Cognitive Rehabilitation",2014,2024,23,326,7,7,318,7,7
121,Ruth Jeminiwa,https://scholar.google.com/citations?hl=en&user=NBIHi0MAAAAJ,NBIHi0MAAAAJ,"Assistant Professor, Thomas Jefferson University",Verified email at jefferson.edu,305,"Health Outcomes Research, Health Information Technology, mHealth, Health Decision-making",2011,2025,26,305,6,4,278,6,4
122,Danjuma Aliyu,https://scholar.google.com/citations?hl=en&user=O1Ha9ioAAAAJ,O1Ha9ioAAAAJ,"Lecturer, Perioperative Nurse, Public Health and Disaster risk and safety manager at …",,274,"Medical-surgical Nursing, Evidence Based Nursing, Health Information Technology, Nursing Informatics",2014,2023,25,274,10,11,207,9,9
123,Reza Abbasi,https://scholar.google.com/citations?hl=en&user=Q5l1TAwAAAAJ,Q5l1TAwAAAAJ,Assistant Professor of Health Information Management,Verified email at thums.ac.ir,262,"Health Information Technology, Health Information Management, Health Information Systems, Drug",2015,2023,27,262,8,8,254,8,8
124,Somayeh Nasiri,https://scholar.google.com/citations?hl=en&user=p58h-OAAAAAJ,p58h-OAAAAAJ,"Assistant Professor of Health Information Management, Iran University of Medical Sciences",Verified email at iums.ac.ir,256,"Healthcare Information Systems, Health Information Technology, Health Information Management, Minimum Data set",2014,2024,18,256,6,4,240,6,3
125,Elizabeth J. Vetter,https://scholar.google.com/citations?hl=en&user=Dfn6PjYAAAAJ,Dfn6PjYAAAAJ,"Premier, Inc.",Verified email at premierinc.com,250,"Clinical Pharmacy, Clinical Decision Support, Patient Safety, Health Information Technology",2016,2016,1,250,1,1,184,1,1
126,"Akshay Vankipuram, PhD",https://scholar.google.com/citations?hl=en&user=I80a8ycAAAAJ,I80a8ycAAAAJ,Arizona State University,Verified email at asu.edu,248,"Health Information Technology, Decision Support in Healthcare",2012,2019,8,248,5,5,195,5,4
127,Azadeh Goodini,https://scholar.google.com/citations?hl=en&user=JG77tbQAAAAJ,JG77tbQAAAAJ,Tehran University of Medical Sciance,,248,"Health Information Management, Health Information Technology",2010,2019,14,248,7,6,181,5,3
128,Farzaneh Kermani,https://scholar.google.com/citations?hl=en&user=vstUPJsAAAAJ,vstUPJsAAAAJ,Semnan University of Medical Science,Verified email at semums.ac.ir,241,"Data mining, machine learning, telemedicine, health information technology, Clinical Decision Support System (CDSS",2016,2024,22,241,7,6,219,7,6
129,Sarah El-Azab,https://scholar.google.com/citations?hl=en&user=x4c4mmwAAAAJ,x4c4mmwAAAAJ,University of Michigan,Verified email at umich.edu,238,"health policy, health information technology, structural racism",2019,2024,20,238,8,7,234,8,7
130,"Arjun Puri, MSc",https://scholar.google.com/citations?hl=en&user=5RRt_LQAAAAJ,5RRt_LQAAAAJ,Alumnus - University of Waterloo,Verified email at uwaterloo.ca,226,"mHealth, health information technology, virtual reality, technolo adoption, medicine",2017,2024,6,226,4,4,208,4,4
131,Razieh Farrahi,https://scholar.google.com/citations?hl=en&user=CuAgaNwAAAAJ,CuAgaNwAAAAJ,"Assistant professor of Health Information Management, Department of Health Information …",Verified email at bums.ac.ir,226,Health Information Technology,2018,2024,17,226,6,5,226,6,5
132,HYOUNG-YONG CHOI,https://scholar.google.com/citations?hl=en&user=EL3zGaUAAAAJ,EL3zGaUAAAAJ,"Associate Professor of Information Systems, Hankuk University of Foreign Studies",Verified email at hufs.ac.kr,224,"Health Information Technology, Strategic Aspects of IT, IT Adoption",2013,2024,14,224,5,5,212,5,4
133,Kabir Umar Yusuf,https://scholar.google.com/citations?hl=en&user=n6quJWYAAAAJ,n6quJWYAAAAJ,University of Tennessee Health Science Center,Verified email at uthsc.edu,220,"Health Systems, Vulnerable Population, Health Disparity, Risk management, Health Information Technology",2011,2024,17,220,6,3,220,6,3
134,Mahboubeh Afifian,https://scholar.google.com/citations?hl=en&user=hTDamIAAAAAJ,hTDamIAAAAAJ,Msc of Health Information Technology of Tehran University  of medical sciences,Verified email at muq.ac.ir,217,Health Information Technology,2011,2022,33,216,8,7,208,7,6
135,Craig White,https://scholar.google.com/citations?hl=en&user=3IttuxkAAAAJ,3IttuxkAAAAJ,Harvard University,Verified email at mail.harvard.edu,215,"Health Policy, Health Information Technology, Cost Effectiveness, Thrombosis, Behavioral Economics",2013,2024,8,215,6,4,166,6,4
136,"David Randall, Ph.D.",https://scholar.google.com/citations?hl=en&user=nZLEoQsAAAAJ,nZLEoQsAAAAJ,American Research and Policy Institute,Verified email at arapi.org,203,"Health policy, Health information technology, Entitlements",2008,2019,19,203,6,2,161,4,2
137,abdollah mahdavi,https://scholar.google.com/citations?hl=en&user=-LKIzwsAAAAJ,#NAME?,"Ardabil University of Medical Sciences, Ardabil, Iran",Verified email at arums.ac.ir,195,"health information management, health information technology, health care management",2002,2024,54,195,8,4,166,7,3
138,Nasrullah Abbasi,https://scholar.google.com/citations?hl=en&user=7lzCkFgAAAAJ,7lzCkFgAAAAJ,"AI-Healthcare Researcher @ Washington University of Science and Technology, Virginia …",Verified email at wust.edu,194,"Machine Learning, Artifical Intelligence, Health Information Technology, AI in Healthcare",2023,2024,15,194,9,8,194,9,8
139,Lance Nicholls,https://scholar.google.com/citations?hl=en&user=vocI_NgAAAAJ,vocI_NgAAAAJ,PharmD,Verified email at pfizer.com,191,"health information technology, patient outcomes",2001,2024,9,191,4,3,85,3,2
140,hanna,https://scholar.google.com/citations?hl=en&user=RFaJILwAAAAJ,RFaJILwAAAAJ,"student bachelor of health Information Technology, Department of Health Information …",,190,Health Information Technology,2018,2018,1,190,1,1,189,1,1
141,Zahra Karbasi,https://scholar.google.com/citations?hl=en&user=dVJyTa8AAAAJ,dVJyTa8AAAAJ,"Assistant Professor of Health Information Management, Kerman University of Medical …",Verified email at kmu.ac.ir,187,"Health Information Management, Health Information Technology",2017,2024,28,187,8,7,187,8,7
142,Nitish Patidar,https://scholar.google.com/citations?hl=en&user=1_sPIHQAAAAJ,1_sPIHQAAAAJ,Quinnipiac University,Verified email at quinnipiac.edu,183,"Strategic Management, Operations Management, Emergency Departments, Health Care Access, Health Information Technology",2011,2023,26,183,5,4,132,4,4
143,Garrett Chinn,https://scholar.google.com/citations?hl=en&user=HAzcudkAAAAJ,HAzcudkAAAAJ,Harvard Medical School,Verified email at mgh.harvard.edu,181,"Medicine, health information technology, telemedicine, dermatology",2003,2022,18,181,8,8,119,7,5
144,Steven Ton,https://scholar.google.com/citations?hl=en&user=BaDbdV4AAAAJ,BaDbdV4AAAAJ,University of Central Florida,Verified email at ucf.edu,179,health information technology,2008,2016,4,179,2,1,69,2,1
145,Anita Samarth,https://scholar.google.com/citations?hl=en&user=8viU9J8AAAAJ,8viU9J8AAAAJ,"Clinovations GovHealth, Clinovations (Advisory Board / Optum), eHealth Initiative",Verified email at govhealth.com,169,"health information technology, electronic health record, health IT, EHR, health information exchange",2007,2021,20,169,6,4,40,3,2
146,Mojtaba Esmaeili,https://scholar.google.com/citations?hl=en&user=cc2XGZAAAAAJ,cc2XGZAAAAAJ,Mashhad university of medical sciences,Verified email at mums.ac.ir,151,Health Information Technology,2008,2024,10,151,4,3,105,3,3
147,Ellen Makar,https://scholar.google.com/citations?hl=en&user=Q2aBDz4AAAAJ,Q2aBDz4AAAAJ,,,143,"Health Information Technology, Usability, Nursing",2012,2018,10,143,4,3,106,4,1
148,Alejandro Amill-Rosario,https://scholar.google.com/citations?hl=en&user=WBpKNlwAAAAJ,WBpKNlwAAAAJ,"Research Associate, University of Maryland School of Pharmacy",Verified email at rx.umaryland.edu,138,"health services research, health policy, patient-reported outcomes, real-world data, health information technology",2002,2024,39,138,6,5,99,6,3
149,Hosna Salmani,https://scholar.google.com/citations?hl=en&user=lXdZZ8sAAAAJ,lXdZZ8sAAAAJ,"PhD. Health Information Management, IRAN university of medical sciences",Verified email at iums.ac.ir,134,"Health Information Managemnt, Health Information Technology, Medical Informatics, Mobile Health",2017,2024,15,134,4,4,132,4,4
150,shahin Mojiri,https://scholar.google.com/citations?hl=en&user=gJT4epMAAAAJ,gJT4epMAAAAJ,"Health information technology research center,Isfahan university of Medical Sciences",,119,"library and information sciences, health information technology",2004,2024,25,119,8,4,53,4,0
151,Daniel Lipsey,https://scholar.google.com/citations?hl=en&user=9_PGpL0AAAAJ,9_PGpL0AAAAJ,Boston University,Verified email at bu.edu,116,"Health Economics, Health Information Technology, Health Services Research",2020,2021,4,116,4,3,116,4,3
